Case ID,Activity,Complete Timestamp
1-378050311,Accepted-In Progress,12:23.0
1-378050311,Queued-Awaiting Assignment,59:57.0
1-378050311,Accepted-In Progress,06:02.0
1-378050311,Queued-Awaiting Assignment,36:40.0
1-378050311,Accepted-In Progress,35:26.0
1-378050311,Queued-Awaiting Assignment,58:40.0
1-378050311,Accepted-In Progress,23:23.0
1-378050311,Accepted-Assigned,17:47.0
1-378050311,Accepted-In Progress,36:35.0
1-378050311,Accepted-In Progress,05:10.0
1-378050311,Queued-Awaiting Assignment,44:39.0
1-378050311,Accepted-In Progress,03:29.0
1-378054711,Accepted-In Progress,57:53.0
1-378054711,Queued-Awaiting Assignment,59:45.0
1-378054711,Accepted-In Progress,08:12.0
1-378054711,Accepted-Assigned,08:18.0
1-378054711,Accepted-In Progress,50:40.0
1-378054711,Completed-Closed,51:51.0
1-378744625,Accepted-In Progress,59:45.0
1-378744625,Accepted-In Progress,27:08.0
1-378744625,Accepted-Assigned,29:39.0
1-378744625,Completed-Closed,59:47.0
1-378744625,Queued-Awaiting Assignment,40:07.0
1-378744625,Accepted-Assigned,43:31.0
1-378744625,Queued-Awaiting Assignment,24:21.0
1-378744625,Accepted-In Progress,20:08.0
1-378976624,Accepted-Assigned,57:49.0
1-378976624,Accepted-Assigned,30:45.0
1-378976624,Completed-Closed,18:05.0
1-378976624,Queued-Awaiting Assignment,38:00.0
1-378976624,Accepted-In Progress,13:38.0
1-378976624,Accepted-In Progress,45:16.0
1-378976624,Queued-Awaiting Assignment,58:40.0
1-378976624,Accepted-Assigned,01:38.0
1-378976624,Queued-Awaiting Assignment,57:15.0
1-378976624,Accepted-In Progress,01:33.0
1-379209685,Accepted-In Progress,51:43.0
1-379209685,Accepted-In Progress,30:17.0
1-379209685,Completed-Closed,33:30.0
1-379702919,Accepted-Assigned,13:42.0
1-379702919,Completed-Closed,33:43.0
1-379702919,Accepted-In Progress,08:52.0
1-379702919,Queued-Awaiting Assignment,34:31.0
1-379702919,Accepted-In Progress,31:25.0
1-379789104,Accepted-In Progress,38:32.0
1-379789104,Accepted-Wait,38:53.0
1-379789104,Accepted-In Progress,34:32.0
1-379789104,Accepted-Wait,57:51.0
1-379789104,Accepted-In Progress,41:34.0
1-379789104,Accepted-Wait,43:03.0
1-379789104,Accepted-In Progress,42:34.0
1-379789104,Completed-Closed,45:28.0
1-380297615,Accepted-Wait,43:47.0
1-380297615,Completed-Closed,49:36.0
1-380297615,Accepted-Assigned,31:54.0
1-380297615,Accepted-In Progress,58:18.0
1-380297615,Accepted-In Progress,38:14.0
1-380392616,Accepted-In Progress,37:49.0
1-380392616,Accepted-Assigned,50:22.0
1-380392616,Accepted-Wait,36:22.0
1-380392616,Completed-Closed,19:57.0
1-380392616,Queued-Awaiting Assignment,05:52.0
1-380392616,Accepted-In Progress,50:16.0
1-380392616,Accepted-In Progress,20:39.0
1-380392616,Accepted-In Progress,14:48.0
1-380392616,Queued-Awaiting Assignment,46:08.0
1-380392616,Accepted-Assigned,14:57.0
1-380392616,Accepted-In Progress,53:01.0
1-380392616,Accepted-Assigned,53:25.0
1-380527184,Accepted-Assigned,19:20.0
1-380527184,Accepted-In Progress,45:30.0
1-380527184,Queued-Awaiting Assignment,35:08.0
1-380527184,Queued-Awaiting Assignment,49:44.0
1-380527184,Accepted-In Progress,20:08.0
1-380527184,Accepted-In Progress,23:30.0
1-380527184,Completed-Closed,31:43.0
1-380527184,Accepted-Assigned,00:14.0
1-380527184,Accepted-In Progress,19:15.0
1-380527184,Accepted-In Progress,01:56.0
1-380527184,Accepted-Assigned,23:35.0
1-380527184,Accepted-In Progress,55:02.0
1-380632889,Accepted-In Progress,09:45.0
1-380632889,Queued-Awaiting Assignment,24:39.0
1-380632889,Accepted-In Progress,19:11.0
1-380632889,Accepted-Wait,31:55.0
1-380632889,Accepted-Assigned,22:34.0
1-380632889,Accepted-Wait,31:34.0
1-380632889,Accepted-In Progress,16:07.0
1-380632889,Completed-Closed,17:41.0
1-380654568,Accepted-Assigned,29:31.0
1-380654568,Accepted-In Progress,09:26.0
1-380654568,Accepted-In Progress,15:09.0
1-380654568,Completed-Closed,31:24.0
1-380654568,Accepted-In Progress,29:26.0
1-380654568,Queued-Awaiting Assignment,18:36.0
1-380885044,Accepted-In Progress,47:35.0
1-380885044,Accepted-Wait,46:00.0
1-380885044,Accepted-In Progress,09:31.0
1-380885044,Completed-Closed,09:39.0
1-380885044,Accepted-In Progress,27:03.0
1-380885044,Accepted-In Progress,34:01.0
1-380885044,Completed-Closed,11:00.0
1-381124870,Accepted-In Progress,42:27.0
1-381124870,Accepted-Assigned,45:02.0
1-381124870,Accepted-In Progress,02:56.0
1-381124870,Accepted-Wait,09:24.0
1-381124870,Completed-Closed,02:38.0
1-382209384,Accepted-In Progress,13:51.0
1-382209384,Accepted-In Progress,46:51.0
1-382209384,Accepted-Assigned,10:10.0
1-382209384,Accepted-In Progress,29:26.0
1-382209384,Completed-Closed,30:46.0
1-382442048,Accepted-Assigned,21:20.0
1-382442048,Accepted-Wait,19:43.0
1-382442048,Accepted-In Progress,27:58.0
1-382442048,Queued-Awaiting Assignment,45:02.0
1-382442048,Completed-Closed,30:03.0
1-382442048,Accepted-In Progress,18:38.0
1-382442048,Accepted-In Progress,41:19.0
1-383789251,Accepted-In Progress,20:33.0
1-383789251,Completed-Closed,31:04.0
1-384097130,Accepted-In Progress,04:32.0
1-384097130,Accepted-Assigned,39:43.0
1-384097130,Accepted-Wait,23:07.0
1-384097130,Accepted-In Progress,44:20.0
1-384097130,Accepted-Assigned,02:06.0
1-384097130,Completed-Closed,27:41.0
1-384097130,Accepted-Wait,37:48.0
1-384097130,Accepted-Assigned,22:53.0
1-384097130,Accepted-Assigned,45:05.0
1-384097130,Queued-Awaiting Assignment,34:35.0
1-384097130,Accepted-In Progress,07:31.0
1-384097130,Accepted-In Progress,43:45.0
1-384097130,Accepted-Assigned,55:13.0
1-384097130,Accepted-Assigned,20:27.0
1-384097130,Accepted-In Progress,16:40.0
1-384097130,Accepted-Assigned,43:20.0
1-384097130,Queued-Awaiting Assignment,43:19.0
1-384757914,Queued-Awaiting Assignment,26:56.0
1-384757914,Queued-Awaiting Assignment,43:44.0
1-384757914,Completed-Closed,37:38.0
1-384757914,Accepted-In Progress,31:58.0
1-384757914,Accepted-Assigned,19:54.0
1-384757914,Accepted-Assigned,08:24.0
1-384757914,Accepted-In Progress,19:05.0
1-384757914,Accepted-In Progress,36:46.0
1-384757914,Completed-Closed,45:08.0
1-384757914,Queued-Awaiting Assignment,49:13.0
1-384757914,Accepted-In Progress,43:18.0
1-384757914,Accepted-In Progress,41:01.0
1-384757914,Accepted-In Progress,45:07.0
1-384757914,Accepted-Assigned,42:20.0
1-385201933,Accepted-In Progress,50:41.0
1-385201933,Queued-Awaiting Assignment,04:25.0
1-385201933,Accepted-In Progress,26:35.0
1-385201933,Accepted-Assigned,57:19.0
1-385201933,Accepted-Assigned,06:01.0
1-385201933,Accepted-Wait,27:07.0
1-385201933,Completed-Closed,39:55.0
1-385278464,Accepted-In Progress,53:30.0
1-385278464,Completed-Closed,42:24.0
1-385311756,Accepted-In Progress,42:58.0
1-385311756,Queued-Awaiting Assignment,48:38.0
1-385311756,Accepted-In Progress,06:09.0
1-385311756,Accepted-Assigned,06:14.0
1-385311756,Accepted-In Progress,38:18.0
1-385311756,Completed-Closed,40:10.0
1-386495623,Completed-Closed,18:28.0
1-386495623,Accepted-In Progress,35:37.0
1-386495623,Accepted-Wait,39:54.0
1-386782865,Accepted-In Progress,46:05.0
1-386782865,Queued-Awaiting Assignment,50:47.0
1-386782865,Accepted-In Progress,46:26.0
1-386782865,Accepted-Assigned,46:31.0
1-386782865,Accepted-In Progress,58:35.0
1-386782865,Accepted-In Progress,36:28.0
1-386782865,Completed-Closed,36:29.0
1-388028918,Completed-Closed,45:01.0
1-388028918,Accepted-In Progress,27:24.0
1-388028918,Queued-Awaiting Assignment,32:01.0
1-388028918,Accepted-Assigned,27:30.0
1-388028918,Accepted-Wait,57:10.0
1-388028918,Accepted-In Progress,39:11.0
1-388028918,Accepted-In Progress,55:31.0
1-388028918,Accepted-Assigned,00:40.0
1-388028918,Accepted-In Progress,50:41.0
1-388028918,Queued-Awaiting Assignment,00:23.0
1-388028918,Accepted-Assigned,53:16.0
1-388028918,Queued-Awaiting Assignment,00:53.0
1-388230583,Accepted-Assigned,08:30.0
1-388230583,Queued-Awaiting Assignment,29:41.0
1-388230583,Completed-Closed,05:54.0
1-388230583,Accepted-In Progress,04:00.0
1-388230583,Accepted-In Progress,13:39.0
1-388230583,Accepted-In Progress,08:22.0
1-388230583,Queued-Awaiting Assignment,54:23.0
1-388230583,Accepted-In Progress,50:20.0
1-388230583,Accepted-Assigned,39:40.0
1-388230583,Queued-Awaiting Assignment,24:12.0
1-388230583,Accepted-In Progress,12:32.0
1-388644366,Accepted-Assigned,43:18.0
1-388644366,Accepted-In Progress,48:15.0
1-388644366,Completed-Closed,48:48.0
1-388644366,Accepted-In Progress,43:09.0
1-388644366,Accepted-In Progress,46:42.0
1-388644366,Queued-Awaiting Assignment,50:43.0
1-388724672,Accepted-In Progress,19:33.0
1-388724672,Queued-Awaiting Assignment,35:28.0
1-388724672,Accepted-In Progress,23:52.0
1-388724672,Accepted-Assigned,23:59.0
1-388724672,Accepted-In Progress,58:22.0
1-388724672,Completed-Closed,29:56.0
1-389195082,Completed-Closed,46:56.0
1-389195082,Accepted-In Progress,43:42.0
1-389195082,Accepted-Assigned,00:17.0
1-389195082,Accepted-In Progress,00:10.0
1-389195082,Queued-Awaiting Assignment,06:25.0
1-389195082,Accepted-Assigned,43:46.0
1-389195082,Accepted-In Progress,42:02.0
1-389195082,Accepted-Assigned,44:35.0
1-389195082,Accepted-Wait,43:53.0
1-389195082,Accepted-In Progress,01:08.0
1-389195082,Accepted-Assigned,57:02.0
1-389195082,Accepted-In Progress,56:56.0
1-389195082,Queued-Awaiting Assignment,33:47.0
1-389195082,Accepted-In Progress,23:32.0
1-390250582,Accepted-Wait,09:54.0
1-390250582,Accepted-In Progress,28:28.0
1-390250582,Completed-Closed,45:44.0
1-390250582,Accepted-In Progress,16:31.0
1-390250582,Accepted-Assigned,16:24.0
1-390250582,Accepted-Assigned,42:00.0
1-390250582,Accepted-In Progress,21:55.0
1-390250582,Accepted-Assigned,28:48.0
1-390250582,Queued-Awaiting Assignment,21:46.0
1-390250582,Accepted-In Progress,20:59.0
1-390250582,Accepted-In Progress,42:02.0
1-390250582,Accepted-Assigned,31:14.0
1-390250582,Accepted-In Progress,04:06.0
1-390722958,Accepted-In Progress,39:44.0
1-390722958,Accepted-Assigned,43:19.0
1-390722958,Accepted-In Progress,53:11.0
1-390722958,Completed-Closed,54:08.0
1-390819078,Accepted-Assigned,43:54.0
1-390819078,Accepted-Assigned,50:53.0
1-390819078,Accepted-In Progress,43:47.0
1-390819078,Queued-Awaiting Assignment,16:11.0
1-390819078,Accepted-Wait,57:14.0
1-390819078,Completed-Closed,36:40.0
1-390819078,Queued-Awaiting Assignment,50:34.0
1-390819078,Accepted-Assigned,08:54.0
1-390819078,Accepted-In Progress,08:47.0
1-390819078,Queued-Awaiting Assignment,49:10.0
1-390819078,Accepted-In Progress,41:13.0
1-390819078,Accepted-In Progress,36:21.0
1-392590655,Completed-Closed,49:26.0
1-392590655,Accepted-In Progress,00:14.0
1-392812598,Accepted-In Progress,24:05.0
1-392812598,Queued-Awaiting Assignment,27:30.0
1-392812598,Accepted-In Progress,02:07.0
1-392812598,Accepted-Assigned,02:16.0
1-392812598,Accepted-In Progress,58:37.0
1-392812598,Completed-Closed,59:08.0
1-393413330,Accepted-In Progress,49:16.0
1-393413330,Accepted-Assigned,58:21.0
1-393413330,Completed-Closed,50:25.0
1-393413330,Accepted-In Progress,58:15.0
1-393413330,Queued-Awaiting Assignment,39:43.0
1-393413330,Accepted-In Progress,36:29.0
1-396569277,Accepted-In Progress,35:45.0
1-396569277,Queued-Awaiting Assignment,37:18.0
1-396569277,Accepted-In Progress,45:02.0
1-396569277,Accepted-Assigned,45:11.0
1-396569277,Accepted-In Progress,47:07.0
1-396569277,Completed-Closed,44:53.0
1-397446945,Accepted-In Progress,01:21.0
1-397446945,Accepted-Assigned,30:04.0
1-397446945,Completed-Closed,02:46.0
1-397446945,Queued-Awaiting Assignment,22:26.0
1-397446945,Accepted-In Progress,17:52.0
1-397446945,Accepted-In Progress,29:56.0
1-397806545,Accepted-In Progress,57:26.0
1-397806545,Accepted-In Progress,05:00.0
1-397806545,Accepted-In Progress,13:11.0
1-397806545,Accepted-Wait,13:23.0
1-397806545,Accepted-Assigned,16:56.0
1-397806545,Accepted-Wait,18:34.0
1-397806545,Completed-Closed,11:17.0
1-399013423,Queued-Awaiting Assignment,04:31.0
1-399013423,Accepted-In Progress,01:35.0
1-399013423,Completed-Closed,02:31.0
1-399628501,Completed-Closed,05:37.0
1-399628501,Accepted-Assigned,21:00.0
1-399628501,Accepted-In Progress,19:41.0
1-399628501,Accepted-Wait,28:04.0
1-399628501,Accepted-Assigned,45:01.0
1-399628501,Accepted-Wait,23:46.0
1-399628501,Accepted-Assigned,21:07.0
1-399628501,Accepted-Assigned,36:48.0
1-399628501,Accepted-In Progress,05:36.0
1-400351079,Accepted-In Progress,24:32.0
1-400351079,Accepted-In Progress,11:58.0
1-400351079,Completed-Closed,16:22.0
1-400528782,Accepted-In Progress,22:07.0
1-400528782,Completed-Closed,22:08.0
1-400528782,Completed-Closed,09:30.0
1-400528782,Accepted-In Progress,58:05.0
1-400528782,Accepted-In Progress,49:03.0
1-402212071,Accepted-In Progress,24:07.0
1-402212071,Accepted-Wait,21:28.0
1-402212071,Completed-Closed,49:15.0
1-402328919,Accepted-In Progress,39:32.0
1-402328919,Completed-Closed,32:02.0
1-402612770,Accepted-Assigned,25:48.0
1-402612770,Accepted-In Progress,16:32.0
1-402612770,Completed-Closed,24:33.0
1-402612770,Accepted-Wait,50:49.0
1-402612770,Accepted-In Progress,06:16.0
1-402612770,Queued-Awaiting Assignment,55:43.0
1-402612770,Accepted-In Progress,45:48.0
1-402612770,Accepted-Assigned,31:31.0
1-402612770,Accepted-Assigned,02:20.0
1-402612770,Accepted-In Progress,06:57.0
1-403006315,Accepted-In Progress,54:38.0
1-403006315,Accepted-In Progress,28:46.0
1-403006315,Queued-Awaiting Assignment,50:48.0
1-403006315,Completed-Closed,59:04.0
1-403006315,Accepted-Wait,53:49.0
1-403006315,Accepted-Assigned,28:56.0
1-403006315,Accepted-In Progress,38:14.0
1-403006315,Queued-Awaiting Assignment,24:14.0
1-403006315,Accepted-In Progress,15:00.0
1-403006315,Accepted-Assigned,38:22.0
1-403006315,Accepted-Assigned,42:58.0
1-403006315,Accepted-In Progress,42:52.0
1-404005175,Accepted-In Progress,32:09.0
1-404005175,Accepted-Wait,28:02.0
1-404005175,Completed-Closed,06:11.0
1-404084309,Completed-Closed,32:38.0
1-404084309,Accepted-Wait,32:37.0
1-404084309,Accepted-In Progress,58:12.0
1-404084309,Accepted-Wait,54:47.0
1-404736991,Accepted-In Progress,22:26.0
1-404736991,Accepted-Wait,26:11.0
1-404736991,Accepted-In Progress,22:09.0
1-404736991,Queued-Awaiting Assignment,32:05.0
1-404736991,Accepted-In Progress,53:12.0
1-404736991,Completed-Closed,07:28.0
1-404736991,Accepted-In Progress,09:29.0
1-404736991,Accepted-In Progress,55:41.0
1-404736991,Accepted-In Progress,33:36.0
1-404736991,Queued-Awaiting Assignment,55:31.0
1-404736991,Queued-Awaiting Assignment,52:43.0
1-404736991,Accepted-Wait,08:45.0
1-404736991,Queued-Awaiting Assignment,47:41.0
1-404736991,Accepted-In Progress,31:35.0
1-404736991,Accepted-In Progress,04:06.0
1-405112616,Accepted-In Progress,42:05.0
1-405112616,Accepted-Wait,42:14.0
1-405112616,Completed-Closed,33:05.0
1-405112616,Accepted-Assigned,57:51.0
1-405112616,Accepted-In Progress,22:31.0
1-405112616,Accepted-Assigned,26:58.0
1-405248961,Accepted-In Progress,16:42.0
1-405248961,Queued-Awaiting Assignment,22:50.0
1-405248961,Accepted-In Progress,14:49.0
1-405248961,Accepted-Assigned,16:13.0
1-405248961,Accepted-Assigned,08:32.0
1-405248961,Accepted-In Progress,07:06.0
1-405248961,Accepted-Assigned,23:07.0
1-405248961,Accepted-Wait,41:53.0
1-405248961,Completed-Closed,53:41.0
1-406010922,Completed-Closed,34:53.0
1-406010922,Accepted-In Progress,34:52.0
1-406010922,Accepted-Assigned,32:24.0
1-406010922,Queued-Awaiting Assignment,19:22.0
1-406010922,Accepted-Assigned,18:58.0
1-406010922,Accepted-In Progress,12:33.0
1-406010922,Accepted-Assigned,17:07.0
1-406010922,Accepted-In Progress,18:17.0
1-406066421,Accepted-In Progress,56:55.0
1-406066421,Completed-Closed,33:27.0
1-406066421,Accepted-Wait,36:41.0
1-406066421,Accepted-In Progress,16:19.0
1-406066421,Accepted-Assigned,34:09.0
1-406066421,Accepted-Wait,58:39.0
1-406066421,Accepted-In Progress,31:57.0
1-406066421,Queued-Awaiting Assignment,46:40.0
1-406066421,Accepted-In Progress,12:48.0
1-406852699,Accepted-In Progress,39:09.0
1-406852699,Accepted-In Progress,41:01.0
1-406852699,Completed-Closed,41:18.0
1-406875315,Completed-Closed,25:26.0
1-406875315,Accepted-In Progress,46:11.0
1-406875315,Accepted-Wait,50:19.0
1-406875315,Accepted-Wait,16:46.0
1-406875315,Accepted-In Progress,08:44.0
1-406875315,Queued-Awaiting Assignment,01:17.0
1-407517548,Accepted-In Progress,39:55.0
1-407517548,Accepted-In Progress,49:01.0
1-407517548,Completed-Closed,15:59.0
1-407737529,Accepted-In Progress,45:29.0
1-407737529,Accepted-Assigned,54:36.0
1-407737529,Accepted-In Progress,50:13.0
1-407737529,Accepted-Assigned,51:20.0
1-407737529,Completed-Closed,04:33.0
1-407737529,Accepted-In Progress,56:03.0
1-407737529,Queued-Awaiting Assignment,47:28.0
1-407876996,Accepted-In Progress,06:44.0
1-407876996,Completed-Closed,06:48.0
1-407876996,Accepted-In Progress,16:15.0
1-407876996,Queued-Awaiting Assignment,19:28.0
1-408853759,Completed-Closed,53:53.0
1-408853759,Accepted-In Progress,50:38.0
1-408853759,Accepted-Assigned,07:14.0
1-408853759,Accepted-In Progress,25:40.0
1-408853759,Queued-Awaiting Assignment,27:43.0
1-408853759,Accepted-In Progress,07:09.0
1-409247778,Accepted-In Progress,01:51.0
1-409247778,Queued-Awaiting Assignment,05:01.0
1-409247778,Accepted-In Progress,48:49.0
1-409247778,Accepted-Assigned,48:57.0
1-409247778,Accepted-In Progress,54:04.0
1-409247778,Completed-Closed,10:14.0
1-409309026,Accepted-In Progress,44:01.0
1-409309026,Accepted-In Progress,14:51.0
1-409309026,Completed-Closed,16:12.0
1-410929705,Accepted-In Progress,01:53.0
1-410929705,Accepted-Assigned,13:34.0
1-410929705,Completed-Closed,02:08.0
1-410929705,Accepted-In Progress,13:27.0
1-410929705,Queued-Awaiting Assignment,20:45.0
1-410929705,Accepted-In Progress,04:28.0
1-411078092,Accepted-In Progress,24:16.0
1-411078092,Queued-Awaiting Assignment,28:44.0
1-411078092,Accepted-In Progress,19:49.0
1-411078092,Accepted-Assigned,20:10.0
1-411078092,Accepted-In Progress,12:14.0
1-411078092,Completed-Closed,30:55.0
1-413205820,Accepted-In Progress,05:33.0
1-413205820,Accepted-Assigned,31:33.0
1-413205820,Completed-Closed,52:57.0
1-413205820,Queued-Awaiting Assignment,07:59.0
1-413205820,Accepted-In Progress,53:47.0
1-413205820,Accepted-In Progress,07:51.0
1-413276708,Accepted-In Progress,20:49.0
1-413276708,Accepted-Wait,40:53.0
1-413276708,Completed-Closed,27:14.0
1-413665008,Accepted-In Progress,14:34.0
1-413665008,Completed-Closed,24:46.0
1-415000020,Accepted-In Progress,00:34.0
1-415000020,Accepted-Wait,19:45.0
1-415000020,Completed-Closed,00:54.0
1-415000020,Accepted-In Progress,19:39.0
1-415000020,Queued-Awaiting Assignment,00:46.0
1-415000020,Accepted-In Progress,37:07.0
1-415000020,Queued-Awaiting Assignment,44:24.0
1-415000020,Accepted-In Progress,39:08.0
1-415822336,Accepted-Wait,40:20.0
1-415822336,Accepted-In Progress,38:42.0
1-415822336,Queued-Awaiting Assignment,37:13.0
1-415822336,Completed-Closed,15:31.0
1-415822336,Accepted-In Progress,15:29.0
1-415822336,Accepted-In Progress,11:07.0
